x,y,z
2.6400000000000006,-3.6,132.18300415999997
2.7199999999999998,-3.6,127.20544256000001
2.8,-3.6,122.43520000000005
2.88,-3.6,117.90619136000001
2.96,-3.6,113.65331456000004
3.04,-3.6,109.71245056
3.12,-3.6,106.12046336000003
3.2,-3.6,102.91519999999998
3.2800000000000002,-3.6,100.13549056000002
3.3600000000000003,-3.6,97.82114815999999
3.4400000000000004,-3.6,96.01296896000002
3.5200000000000005,-3.6,94.75273216
3.6000000000000005,-3.6,94.08320000000003
3.6799999999999997,-3.6,94.04811776000001
3.76,-3.6,94.69221375999997
3.84,-3.6,96.06119936000002
3.92,-3.6,98.20176896000004
4.0,-3.6,101.16160000000002
-4.0,-3.52,4.12361216
-3.92,-3.52,2.878469119999998
-3.84,-3.52,2.4546355199999996
-3.76,-3.52,2.8044339199999997
-3.68,-3.52,3.881169919999998
-3.6,-3.52,5.639132159999996
-3.52,-3.52,8.03359232
-3.44,-3.52,11.020805120000006
-3.36,-3.52,14.55800832000001
-3.2800000000000002,-3.52,18.603422719999976
-3.2,-3.52,23.11625215999998
-3.12,-3.52,28.05668351999998
-3.04,-3.52,33.385886719999995
-2.96,-3.52,39.06601471999999
-2.88,-3.52,45.06020352
-2.8,-3.52,51.33257216000001
-2.7199999999999998,-3.52,57.84822272000001
-2.6399999999999997,-3.52,64.57324032000002
-2.56,-3.52,71.47469312
-2.48,-3.52,78.52063232
-2.4,-3.52,85.68009216
-2.3200000000000003,-3.52,92.92308991999998
-2.24,-3.52,100.22062592
-2.16,-3.52,107.54468352
-2.08,-3.52,114.86822912
-2.0,-3.52,122.16521215999998
-1.92,-3.52,129.41056512
-1.8399999999999999,-3.52,136.58020352000003
-1.7599999999999998,-3.52,143.65102592
-1.6800000000000002,-3.52,150.60091392
-1.6,-3.52,157.40873216
-1.52,-3.52,164.05432832000002
-1.44,-3.52,170.51853312000003
-1.3599999999999999,-3.52,176.78316032000004
-1.2799999999999998,-3.52,182.83100672000003
-1.1999999999999997,-3.52,188.64585216000006
-1.12,-3.52,194.21245951999998
-1.04,-3.52,199.51657472
-0.96,-3.52,204.54492671999998
-0.8799999999999999,-3.52,209.28522752
-0.7999999999999998,-3.52,213.72617216
-0.7199999999999998,-3.52,217.85743872
-0.6400000000000001,-3.52,221.66968832
-0.56,-3.52,225.15456512
-0.48,-3.52,228.30469632
-0.3999999999999999,-3.52,231.11369216
-0.31999999999999984,-3.52,233.57614592
-0.23999999999999977,-3.52,235.68763392
-0.16000000000000014,-3.52,237.44471552000002
-0.08000000000000007,-3.52,238.84493312
0.0,-3.52,239.88681216
0.08000000000000007,-3.52,240.56986111999998
0.16000000000000014,-3.52,240.89457152
0.2400000000000002,-3.52,240.86241791999998
0.3200000000000003,-3.52,240.47585792
0.40000000000000036,-3.52,239.73833216
0.4800000000000004,-3.52,238.65426432
0.5600000000000005,-3.52,237.22906111999995
0.6399999999999997,-3.52,235.46911232000002
0.7199999999999998,-3.52,233.38179071999997
0.7999999999999998,-3.52,230.97545216000003
0.8799999999999999,-3.52,228.25943551999998
0.96,-3.52,225.24406272
1.04,-3.52,221.94063871999998
1.12,-3.52,218.36145152
1.2000000000000002,-3.52,214.51977215999997
1.2800000000000002,-3.52,210.42985471999998
1.3600000000000003,-3.52,206.10693631999996
1.4400000000000004,-3.52,201.56723711999996
1.5200000000000005,-3.52,196.82796031999993
1.6000000000000005,-3.52,191.90729215999994
1.6799999999999997,-3.52,186.82440192
1.7599999999999998,-3.52,181.59944191999998
1.8399999999999999,-3.52,176.25354752
1.92,-3.52,170.80883712000002
2.0,-3.52,165.28841215999998
2.08,-3.52,159.71635712
2.16,-3.52,154.11773952
2.24,-3.52,148.51860992
2.3200000000000003,-3.52,142.94600192
2.4000000000000004,-3.52,137.42793215999995
